Case study,Year,Seed,Kappa,KSIM,Natural areas,Arable land,Permanent crops,Pastures,Agricultural areas,Residential,Industry & commerce,Recreation areas,Forest,Road & rail,Seaports,Airports,Mine & dump sites,Fresh water,Marine water
Rome,2000,39,0.984976089,0.021992508,0.673418058,0.76382308,0.745123275,0.63821505,0.624993257,0.692012555,0.654276764,0.637553818,0.711222454,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,40,0.984833789,0.024043151,0.672826865,0.763482017,0.744723554,0.635436363,0.625185919,0.692873497,0.653331304,0.64069188,0.711803743,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,41,0.9851109,0.027491088,0.675122085,0.763679475,0.745086937,0.638770787,0.625314361,0.690635049,0.656167684,0.636769302,0.711433832,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,42,0.985268179,0.03196869,0.67313985,0.763428165,0.744905246,0.629323254,0.624843408,0.692069952,0.654591918,0.638338333,0.711310528,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,43,0.984796341,0.021654034,0.672340001,0.764038488,0.744723554,0.633769152,0.625100292,0.692873497,0.657428298,0.639122849,0.711944662,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,44,0.984968599,0.021455101,0.67348761,0.763679475,0.744614539,0.634880626,0.625143105,0.692816101,0.650179771,0.638338333,0.711292913,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,45,0.984781362,0.014605347,0.672548657,0.763751277,0.745014261,0.639882262,0.625292954,0.690520257,0.653016151,0.639907364,0.711433832,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,46,0.984796341,0.01938407,0.672722537,0.763984636,0.744832569,0.637659313,0.624886222,0.691266406,0.654907071,0.639122849,0.711451447,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,47,0.985185795,0.023714161,0.674217908,0.763715376,0.744650878,0.636547838,0.625036071,0.692299536,0.655222224,0.639122849,0.711292913,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,48,0.985118389,0.024030511,0.674113579,0.763266609,0.744977922,0.631546203,0.624907629,0.69092203,0.655852531,0.637553818,0.711151994,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,49,0.985095921,0.020313761,0.674948205,0.763966685,0.744941584,0.635436363,0.625335768,0.691266406,0.653646458,0.639907364,0.710782083,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2006,0,0.912564433,0.017455,0.65838191,0.749304729,0.724832,0.611352215,0.627216848,0.69497787,0.669470854,0.64327667,0.712071013,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,1,0.912736816,0.018847844,0.660007674,0.748596601,0.723702347,0.61446638,0.627153099,0.694074268,0.670015832,0.648446573,0.712053276,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,2,0.912706836,0.017042045,0.658624045,0.749782716,0.725416304,0.611975048,0.627514344,0.694074268,0.668108409,0.645492343,0.711609844,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,3,0.912571928,0.015471991,0.658520273,0.749287026,0.725338397,0.616334879,0.627535594,0.693453042,0.667563431,0.642538112,0.71176948,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,4,0.912939178,0.018750439,0.659765539,0.748348755,0.723741301,0.623186042,0.627960587,0.694243694,0.667563431,0.647708016,0.711751742,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,5,0.912886714,0.019194855,0.658589454,0.749587981,0.726818632,0.608860883,0.627578093,0.693340092,0.665928497,0.647708016,0.712124225,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
Rome,2006,6,0.912976652,0.020153288,0.659696358,0.748950665,0.725844793,0.610729382,0.6271106,0.693453042,0.667290942,0.648446573,0.711911378,0.661764893,0.394646039,0.865192918,0.626698325,0.705888252,0.994425336
